FOIA,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,6221668,82,,A1 10,233,550,001,019/01-025/05,,1-323,"Foreign Missions Taiwan (1955 - 1964)
Series: International Subject Files, 1907 - 1974
Record Group 82: Records of the Federal Reserve System, 1913 - 2003",,,,,
,6221335,82,,A1 10,169,550,001,019/01-025/05,,1-323,"Taiwan General (1945 - 1954) 1
Series: International Subject Files, 1907 - 1974
Record Group 82: Records of the Federal Reserve System, 1913 - 2003",,,,,
,7694833,313,M,UD 1620,9200-9204,B190,078,011,02-04,9200-9204,"Confidential Subject Flag Files, 1960 - 1960
Record Group 313: Records of Naval Operating Forces, 1849 - 1997",,,,,
,452796,331,M,UD1753,7062(3),290,019,024/07-035/07,,6913-7145,"Taiwan Refinery, Nippon Oil, Formosa
Series: Topical File, 1945 - 1950
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,451211,331,M,UD1753,6964(9),290,019,024/07-035/07,,6913-7145,"Taiwan (Formosa), 1951
Series: Topical File, 1945 - 1950
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,451113,331,M,UD1753,6961(28),290,019,024/07-035/07,,6913-7145(233),"Taiwan (of Formosa)
Series: Topical File, 1945 - 1950
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,439960,331,M,UD1738,6478(2),290,019,004,01-02,6474-6479,"Poles to Taiwan
Series: Miscellaneous Exports and Import Commodities, 1948 - 1950
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,439042,331,M,"UD1734
",6440(26),290,019,002,03-05,6440-6446,"Taiwan (Formosa), 1949
Series: Trade Correspondence File, 1948 - 1949
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,4928637,59,,A1 5413 A,5,150,073,004,01-02,3-12,"POL-2-2 - ""Visit to Taiwan"", 1969
Series: Records Relating to Japanese Political Affairs, 1960 - 1975
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,,,,,,150,073,003,07,1-2,,,,,,
,4670675,469,,P 89,4,250,024,034,00,1-4,"Contracts-Taiwan Sugar Corp. (23-213)
Series: Vietnam Desk Subject Files, 1956 - 1962
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
1127202,4667505,59,,P 308,1,250,062,011,01-02,1-3,"AID ""Phase Out"" - Taiwan - Pacific Science Board
Series: Agency for International Development (AID) Phase Out Records, 1963 - 1969
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
Series,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,397929,331,M,UD1615,4216,290,016,006,01-07,4207-4227,"Shin-Ying Sugar Mill, Taiwan
Series: Subject Correspondence File, 1946 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,397870,331,M,UD1615,4215,290,016,006,01-07,4207-4227,"Maps Looted from Taiwan
Series: Subject Correspondence File, 1946 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,397803,331,M,UD1615,4213,290,016,006,01-07,4207-4227,"Geological Chart of Taiwan & Manchuria
Series: Subject Correspondence File, 1946 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,397795,331,M,UD1615,4213,290,016,006,01-07,4207-4227,"National Flag of Taiwan Republic
Series: Subject Correspondence File, 1946 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,390501,331,M,UD1610,3943,290,015,025/05-031/01,,3885-3998,"Taiwan Jukogyo K.K.
Series: Miscellaneous UN Correspondence File, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,390500,331,M,UD1610,3943,290,015,025/05-031/01,,3885-3998,Bank of Taiwan,,,,,
,390471,331,M,UD1610,3942,290,015,025/05-031/01,,3885-3998,Shoko Bank of Taiwan,,,,,
,390464,331,M,UD1610,3941,290,015,025/05-031/01,,3885-3998,Taiwan Sangyo Kinko,,,,,
,390455,331,M,UD1610,3941,290,015,025/05-031/01,,3885-3998,Taiwan Pulp Kogyo K.K.,,,,,
,390454,331,M,UD1610,3940,290,015,025/05-031/01,,3885-3998,Taiwan Unyu K.K.,,,,,
,389669,331,M,UD1610,3897,290,015,025/05-031/01,,3885-3998,Bank of Taiwan,,,,,
,389493,331,M,UD1610,3888,290,015,025/05-031/01,,3885-3998,"Japanese Properties in Taiwan Province
Series: Miscellaneous UN Correspondence File, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,384831,331,M,UD1605,3718,290,015,017,05-07,3716-3723,"Taiwan Nampo Kyokai
Series: Subject File, 1946 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,384522,331,M,UD1603,3709,290,015,017,01-03,3703-3709,"Taiwan Shoko Ginko (Taiwan)
Series: Company Files, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,384521,331,M,UD1603,3709,290,015,017,01-03,3703-3709,Taiwan Chochiku Ginko (Taiwan),,,,,
,384422,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Tsushin Kogyo (Formosa),,,,,
,384421,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Tekkosho (Formosa) - Reorganized,,,,,
,384420,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Soko Unyu (Formosa),,,,,
,384419,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Shoyaku K.K. (Formosa),,,,,
,384418,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Shokushitsu K.K. (Formosa),,,,,
,384417,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Shokuryo Kyokai (Formosa),,,,,
,384416,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Shio Niyaku (Formosa),,,,,
,384414,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Seni K.K. (Formosa),,,,,
,384413,331,M,UD1603,3707,290,015,017,01-03,3703-3709,"Taiwan Seni Kogyo (Formosa)
Series: Company Files, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,384412,331,M,UD1603,3707,290,015,017,01-03,3703-3709,Taiwan Sekiyu Hanbai (Formosa),,,,,
,384411,331,M,UD1603,3706,290,015,017,01-03,3703-3709,"Taiwan Seito K.K. (Formosa)
Series: Company Files, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,384405,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Seien K.K. (Formosa),,,,,
,384404,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Sankyo K.K. (Formosa),,,,,
,384402,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Noji K.K. (Formosa),,,,,
,384401,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Nogyo Kai (Formosa),,,,,
,384399,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Kogyo K.K. (Formosa),,,,,
,384398,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Kogyo K.K. (Formosa),,,,,
,384397,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Kinzoku Tosei (Formosa),,,,,
,384396,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Kasei Kogyo (Formosa),,,,,
,384395,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Kagaku Kogyo (Formosa),,,,,
,384393,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Iryo Busshi Tosei (Formosa),,,,,
,384392,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Hiryo K.K. (Formosa),,,,,
,384391,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Hifuku K.K. (Formosa),,,,,
,384390,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Dokku K.K. (Formosa),,,,,
,384389,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Dock K.K. (Formosa),,,,,
,384386,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Denryoku K.K. (Formosa),,,,,
,384385,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Denka K.K. (Taiwan),,,,,
,384384,331,M,UD1603,3706,290,015,017,01-03,3703-3709,Taiwan Chochiku Ginko K.K.,,,,,
,384382,331,M,UD1603,3705,290,015,017,01-03,3703-3709,"Taiwan Gin Koshi, Ltd. (China)",,,,,
,384375,331,M,UD1603,3705,290,015,017,01-03,3703-3709,Taio Yoshi K.K. (Taiwan),,,,,
,384254,331,M,UD1603,3702,290,015,016,04-07,3694-3702,Nippon Kogyo K.K. (Taiwan),,,,,
,384211,331,M,UD1603,3701,290,015,016,04-07,3694-3702,Nakai Kogyo K.K. (Taiwan),,,,,
,4157931,469,,P 309,1,250,034,012,00,1,"(64A0814) Administrative - Communications. Far East Region - USOM/Taiwan
Series: Subject Files, 6/30/1955 - 7/1/1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,,,,,250,034,013,00,2-8,,,,,,
,4120384,319,M,NM3 47-O7,4?,650,006,034,00,40,"Contracts-Taiwan Sugar Corp. (23-213)
Series: Secret Army Country Attache Files, 1961 - 1961
Record Group 319: Records of the Army Staff, 1903 - 2009",,,,,
,354454,331,M,UD1372,2061,290,013,006,03-07,2053-2067,"Taiwan Nichi Nichi Shimpo
Series: Purge Miscellaneous File, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
2839190,3879201,59,,A1 1586B,32,250,062,019,03-06,14-33,"Taiwan 1958-1959 (See Formosa for Previous Papers)
Series: Regional and Country Operations Files, 1953 - 1961
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,3562340,59,,A1 1586F,17,250,062,021,01-05,1-22,"China (including Formosa, Hong Kong, and Taiwan) (NSC)
Series: Subject Files, 1947 - 1965
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,,,,,,631,043,018,04,23-24,,,,,,
,3325295,469,,P 92,5,250,025,011,00,3-9,"FY 1958 Program - Taiwan - Taipei (DLF)
Series: Program Files, 1955 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,3325294,469,,P 92,5,250,025,011,00,3-9,"FY 1958 Program - Taiwan - Taipei (DLF)
Series: Program Files, 1955 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,,,,,250,025,010,00,1-2,,,,,,
,,,,,,250,025,012,00,10,,,,,,
,2826259,59,,A1 5059B,3,150,084,025,04,1-3,"Hawaiian Seminar - China (Taiwan) FY 1960
Series: Records Relating to Participants of Teacher Development Workshops and Seminars, 1958 - 1963
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2766137,59,,A1 5387,5,250,063,021,06-07,1-13,"[Lot Number: 69D97] China: Taiwan, Military Installations
Series: Country Files, 1951 - 1965
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,,,,,,250,063,022,01,14-15,,,,,,
,2741063,59,,A1 1589,7,250,067,018/07-022/07,,1-56,"CURRENT POLICY #54 - ""TAIWAN: Proposed Legislation""
Series: Records Relating to Major Publications, 1949 - 1990
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
2555916,2593412,59,,"UD 33
UD 34
UD 35
UD 36",3,250,051,025,04,1-4,"Taiwan Riot
Series: General Records, 1957 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2538966,59,,A1 1587-M,71,250,062,014,01-05,49-81,"(61D53) China and Formosa [Taiwan]
Series: Subject Files, 1956 - 1962
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2538552,59,,A1 1587-M,46,250,062,013,06-07,41-48,"(61D134) Taiwan Straits - Miscellaneous, 1958
Series: Subject Files, 1956 - 1962
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2538549,59,,A1 1587-M,46,250,062,013,06-07,41-48,"(61D134) Taiwan Straits - Working Group Reports, 1958
Series: Subject Files, 1956 - 1962
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2538546,59,,A1 1587-M,45,250,062,013,06-07,41-48,"(61D134) Taiwan Straits - Instructions and Guidances, 1958
Series: Subject Files, 1956 - 1962
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2538545,59,,A1 1587-M,44,250,062,013,06-07,41-48,"(61D134) Taiwan Straits - Background, 1958
Series: Subject Files, 1956 - 1962
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,,,,,,,,,,,,,,,,
,2520429,59,,A1 1207,22,250,049,007,02-03,22-24,"2.4P, Operations Affecting Taiwan, 1951
Series: Political (P) Files, 1948 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2520420,59,,A1 1207,22,250,049,007,02-03,22-24,"2.4P, Operations Affecting Taiwan, 1952
Series: Political (P) Files, 1948 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2507145,59,,A1 1597-E,22,250,062,022,02-06,21-50,"(64D69) (FSE) Taiwan (Formosa) Petroleum, 1959-1960
Series: Records Relating to Fuels and Energy, 1953 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
2143331,2321972,59,,A1 5412,11,250,063,016,06-07,1-11,"POL 32-1 Territorial Claims, (Legal Status of Taiwan) (Lot File 75D76)",,,,,
,2321961,59,,A1 5412,11,250,063,016,06-07,1-11,"POL 23 Taiwan/Independence Movement (Lot File 75D76)
Series: Subject Files, 1951 - 1978
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2321894,59,,A1 5412,9,250,063,016,06-07,1-11,"POL 27 Taiwan Strait Patrol (Lot File 74D25)
Series: Subject Files, 1951 - 1978
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2321793,59,,A1 5412,6,250,063,016,06-07,1-11,"Offshore Islands, Taiwan Straits (Lot File 72D145)
Series: Subject Files, 1951 - 1978
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2321792,59,,A1 5412,6,250,063,016,06-07,1-11,"Offshore Islands, Taiwan Straits (Lot File 72D145)",,,,,
,2321791,59,,A1 5412,6,250,063,016,06-07,1-11,"Offshore Islands, Taiwan Straits (Lot File 72D145)",,,,,
,2321790,59,,A1 5412,6,250,063,016,06-07,1-11,"Offshore Islands, Taiwan Straits (Lot File 72D145)",,,,,
,2321789,59,,A1 5412,6,250,063,016,06-07,1-11,"Offshore Islands, Taiwan Straits (Lot File 72D145)
Series: Subject Files, 1951 - 1978
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2321646,59,,A1 5412,1,250,063,016,06-07,1-11,"Secretary's Visit to Taiwan (Lot File 72D140)
Series: Subject Files, 1951 - 1978
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2322146,59,,A1 5412,15,250,063,017,01,12-16,"POL 23(a) Taiwan Independence Movement (Lot File 76D441)
Series: Subject Files, 1951 - 1978
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2322053,59,,A1 5412,13,250,063,017,01,12-16,DEF 1 Taiwan Defense Command (TDC) (Lot File 75D61),,,,,
,2321607,59,,A1 5409,7,250,063,007,03-04,1-8,"HK: Pol-GRC; HK: Taiwan (Lot File 74D192)
Series: Subject Files, 1963 - 1972
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2317380,59,,A1 1341,8,250,049,019,06-07,8-13,"4.4 Taiwan Straits Situation (Quemoy, Pescadores, etc.)
Series: Subject Files Relating to Japan, 1954 - 1959
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2317345,59,,A1 1341,8,250,049,019,06-07,8-13,"2-B DIF - ICA Locomotives for Taiwan
Series: Subject Files Relating to Japan, 1954 - 1959
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2291269,59,,A1 5220,1,150,069,032,02,1,"Bundy Trip to Taiwan (March 1966) [Lot 69D28]
Series: Records Relating to the Republic of China, 1963 - 1966
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2290707,469,,UD 1136,14,250,080,021,01-07,3-47,"Econ Cond'ns-Taiwan Econ Fact
Series: Classified Subject Files , 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,1258187,306,,A1 55,5,230,046,013,01-07,4-18,"580 1954-55 IIA Prospectus Taiwan
Series: Master Budget Files, ca. 1953 - 1964
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,592406,550,M,A1 1,266,270,081,001/03-008/03,,1-340,"Unit Histories: U.S. Taiwan Defense Command
Series: Organizational History Files, 1959 - 1973
Record Group 550: Records of the U.S. Army, Pacific, 1945 - 1984",,,,,
,512415,331,M,UD1984,1,290,901,019,07,1,"091.31: Taiwan
Series: Formerly Top Secret Trade Agreements, 1949 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,499439,331,M,UD1833,9153,290,022,025,01-02,9151-9156,"Formosa (Taiwan) 1946-48
Series: General File, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,498441,331,M,UD1828,9032,290,022,019/01-023/06,,9014-9111,"Farmers' Associations in Taiwan
Series: Publications, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,496269,331,M,UD1819,8933,290,022,015,02-04,8931-8937,"Confidential Mineral Resources of Taiwan
Series: General Subject File, 1945 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,492843,331,M,UD1808,8733,290,022,006,01-07,8733-8753,"Cargo -- ECA Taiwan
Series: General Subject File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,465069,331,M,UD1763,7582,290,020,021,01-07,7570-7590,"1010: Bank of Taiwan
Series: Topical File, 1946 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,463319,331,M,UD1762,7517,290,020,018,01-07,7509-7527,"Taiwan-Japan Open Account
Series: Topical File, 1946 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,5680662,306,,P 142,35,230,048,026,02-07,1-37,"R-10 -- Taiwan Library Study
Series: Research Reports, 1960 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5680431,306,,P 142,29,230,048,026,02-07,1-37,"R-11 -- Taiwan: Communications Fact Book
Series: Research Reports, 1960 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5679600,306,,P 142,7,230,048,026,02-07,1-37,"R-26 -- Attitudes and Opinions in Taiwan
Series: Research Reports, 1960 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5679591,306,,P 142,7,230,048,026,02-07,1-37,"R-17 -- Communications Fact Book: Taiwan
Series: Research Reports, 1960 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
6924397,,131,,A1 230,,230,037,044,02-07,18-56,"Correspondence and Case Files Relating to the Liquidation of Enemy Property, 1942 - 1960
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,7072329,131,,A1 230,76,230,037,045,01-05,57-87,"Philippines Bank of Taiwan (380) cont.
Series: Correspondence and Case Files Relating to the Liquidation of Enemy Property, 1942 - 1960
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,7072328,131,,A1 230,76,230,037,045,01-05,57-87,"Philippines Bank of Taiwan (380)
Series: Correspondence and Case Files Relating to the Liquidation of Enemy Property, 1942 - 1960
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,7072177,131,,A1 230,59,230,037,045,01-05,57-87,"Yokohama Specie Bank (NY) Mitsui Bank - Bank of Taiwan (263)
Series: Correspondence and Case Files Relating to the Liquidation of Enemy Property, 1942 - 1960
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,7072093,131,,A1 230,51,230,037,044,02-07,18-56,"Bank of Taiwan, Intervesting Claims (193)
Series: Correspondence and Case Files Relating to the Liquidation of Enemy Property, 1942 - 1960
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,7072092,131,,A1 230,51,230,037,044,02-07,18-56,"Bank of Taiwan, Inter Office Balances (192)",,,,,
,7072091,131,,A1 230,51,230,037,044,02-07,18-56,"Bank of Taiwan, Turnover Directives (191)",,,,,
,7072090,131,,A1 230,51,230,037,044,02-07,18-56,"Bank of Taiwan, Branch Bills Outstanding (190)",,,,,
,7072089,131,,A1 230,51,230,037,044,02-07,18-56,"Bank of Taiwan, BoT v. Joseph Dweck (189)",,,,,
,7072088,131,,A1 230,51,230,037,044,02-07,18-56,"Bank of Taiwan, NY, Audit Report (188)",,,,,
,7072087,131,,A1 230,51,230,037,044,02-07,18-56,"Bank of Taiwan, 1950-57 (187a)",,,,,
,7072086,131,,A1 230,51,230,037,044,02-07,18-56,"Bank of Taiwan, 1942-49 (187)",,,,,
,7071875,131,,A1 230,21,230,037,044,02-07,18-56,"Claim vs. Japanese Financial Institution Liquidating Commission (Bank of Taiwan $2,390,000 R-388) (17a)
Series: Correspondence and Case Files Relating to the Liquidation of Enemy Property, 1942 - 1960
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,7547315,260,M,A1 2330,172,390,055,029,05,172-174,"FY 1968 Third Country Training Program (Taiwan)
Series: Correspondence, Memorandums, Reports, and Other Records Relating to Administration, Operations, Personnel, and Activities, 1966 - 1969
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,7792201,77,M,A1 2008,59,390,901,023,04-05,55-64,"SES 133 V2 -- Formosa (Taiwan) October 1944
Series: Engineer Intelligence Studies Reference Library Files, 1942 - 1964
Record Group 77: Records of the Office of the Chief of Engineers, 1789 - 1999",,,,,
,,77,M,A1 2008,,390,063,012,01-04,32-63,,,,,,
,5684828,306,,P 160,52,230,048,028,01-05,26-54,"S-1-11-89 - US-Taiwan Economic Relations
Series: Special Reports, 1953 - 1997
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5684372,306,,P 160,41,230,048,028,01-05,26-54,"S-17-79 -- ""World Today"" Magazine Taiwan Ranking
Series: Special Reports, 1953 - 1997
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5684069,306,,P 160,30,230,048,028,01-05,26-54,S-30-71 -- Media Habits of Taiwan Elites,,,,,
,6950778,111,M,A1 1080,21,490,002,018,03-05,1-21,"(280/52 files -- Advanced weapons): NATO, Nike, Taiwan
Series: Foreign Aid Files of the Mutual Security Branch, 1947 - 1956
Record Group 111: Records of the Office of the Chief Signal Officer, 1860 - 1985",,,,,
,6950748,111,M,A1 1080,20,490,002,018,03-05,1-21,"(280/52 files -- Advanced weapons): NATO, Nike, Taiwan
Series: Foreign Aid Files of the Mutual Security Branch, 1947 - 1956
Record Group 111: Records of the Office of the Chief Signal Officer, 1860 - 1985",,,,,
,6950700,111,M,A1 1080,16,490,002,018,03-05,1-21,"Taiwan correspondence, FY 50-56
Series: Foreign Aid Files of the Mutual Security Branch, 1947 - 1956
Record Group 111: Records of the Office of the Chief Signal Officer, 1860 - 1985",,,,,
,6086779,306,,P 46,168,230,048,034/01-042/03,,160-175,"Manila: A Day in Taiwan
Series: Master File Copies of Field Publications , 1951 - 1979
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,6086740,306,,P 46,167,230,048,034/01-042/03,,160-175,"Manila: Buddhism in Taiwan
Series: Master File Copies of Field Publications , 1951 - 1979
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,7578816,220,,UD WW 11,15,550,903,013,04-07,1-29,"Trade Information Center, Centers: Taipei, Taiwan
Series: Project Files, 1987 - 1992
Record Group 220: Records of Temporary Committees, Commissions, and Boards, 1893 - 2008",,,,,
,5715679,306,,P 142,37,230,048,026,02-07,1-37,"R-10-1971 -- Taiwan Library Study
Series: Research Reports, 1960 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5715448,306,,P 142,29,230,048,026,02-07,1-37,"R-11-1966 -- Taiwan: Communications Fact Book
Series: Research Reports, 1960 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5714616,306,,P 142,7,230,048,026,02-07,1-37,R-26-1962 -- Attitudes and Opinions in Taiwan,,,,,
,5714607,306,,P 142,7,230,048,026,02-07,1-37,R-17-1962 -- Communications Fact Book: Taiwan,,,,,
,5501418,306,,P 55,14,350,073,005,05-07,1-16,"1962: Country Papers - Japan, Korea, Philippines, Taiwan
Series: Central Files, 1949 - 1965
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
4728290,5540541,306,,P 51,102,131,039,006/03-008/04,,83-106,"1965: Taiwan - Taipei - Periodicals - Information Center
Series: Country Files, 1947 - 1965
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5540544,306,,P 51,102,131,039,006/03-008/04,,83-106,"1965: Taiwan - Taipei - Shipment Notices
Series: Country Files, 1947 - 1965
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5540543,306,,P 51,102,131,039,006/03-008/04,,83-106,1965: Taiwan - Taipei - Reports,,,,,
,5540542,306,,P 51,102,131,039,006/03-008/04,,83-106,1965: Taiwan - Taipei - Periodicals - Presentation,,,,,
,5540540,306,,P 51,101,131,039,006/03-008/04,,83-106,1965: Taiwan - Taipei - Miscellaneous - Information Center,,,,,
,5540539,306,,P 51,101,131,039,006/03-008/04,,83-106,1965: Taiwan - Taipei - Information General,,,,,
,5540538,306,,P 51,101,131,039,006/03-008/04,,83-106,1965: Taiwan - Taipei - Books - Presentation,,,,,
,5540537,306,,P 51,101,131,039,006/03-008/04,,83-106,1965: Taiwan - Taipei - Books - Information Center,,,,,
,5540536,306,,P 51,101,131,039,006/03-008/04,,83-106,1965: Taiwan - Taipei - Administration,,,,,
,5540373,306,,P 51,86,131,039,006/03-008/04,,83-106,1963: Taiwan - Taipei - Reports,,,,,
,5540372,306,,P 51,86,131,039,006/03-008/04,,83-106,1963: Taiwan - Taipei - Periodicals - Presentation,,,,,
,5540371,306,,P 51,86,131,039,006/03-008/04,,83-106,1963: Taiwan - Taipei - Periodicals - Information Center,,,,,
,5540370,306,,P 51,86,131,039,006/03-008/04,,83-106,1963: Taiwan - Taipei - Miscellaneous Procurement,,,,,
,5540369,306,,P 51,86,131,039,006/03-008/04,,83-106,1963: Taiwan - Taipei - Information General,,,,,
,5540368,306,,P 51,86,131,039,006/03-008/04,,83-106,1963: Taiwan - Taipei - Evaluation of Effectiveness,,,,,
,5540367,306,,P 51,86,131,039,006/03-008/04,,83-106,1963: Taiwan - Taipei - Books - Presentation,,,,,
,5540366,306,,P 51,86,131,039,006/03-008/04,,83-106,1963: Taiwan - Taipei - Books - Information Center,,,,,
,5540192,306,,P 51,67,131,039,006/03-008/04,,59-82,1962: Taiwan - Taipei - Shipment Notices,,,,,
